Tree #,Funder,Scientific Name,Street Address,Other Add. Info.,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,planted_by
323.0,CAL FIRE,Quercus Virginana,1359 Rose ave,,Long Beach,Public,-118.16985,33.784, 6037575202,1A,2020-04-15,,Conservation Corps of Long Beach
324.0,CAL FIRE,Quercus Virginana,1390 cherry ave ,14th street,Long Beach,Public,-118.16739,33.7843,6037575102,1A,2020-04-20,,Conservation Corps of Long Beach
325.0,CAL FIRE,Quercus Virginana,2211 1/2 14th street,across 2211 1/2 ,Long Beach,Public,-118.16511,33.78453,6037575102,1A,2020-04-21,,Conservation Corps of Long Beach
326.0,CAL FIRE,Quercus Virginana,2220 E14th street,,Long Beach,Public,-118.16419,33.78442,6037702201,1A,2020-04-21,,Conservation Corps of Long Beach
327.0,CAL FIRE,Quercus Virginana,2324 E14th street,,Long Beach,Public,-118.16339,33.78453, 6037575102,1A,2020-04-22,,Conservation Corps of Long Beach
328.0,CAL FIRE,Quercus Virginana,1350 E 14th street ,,Long Beach,Public,-118.17148,33.78435,6037575201,1A,2020-04-22,,Conservation Corps of Long Beach
329.0,CAL FIRE,Quercus Virginana,1841 E 14th street,14th/Gardenia ,Long Beach,Public,-118.16923,33.7846,6037575202,1A,2020-04-20,,Conservation Corps of Long Beach
330.0,CAL FIRE,Quercus Virginana, 1717 E 14th street,,Long Beach,Public,-118.17047,33.78449, 6037575202,1A,2020-04-22,,Conservation Corps of Long Beach
331.0,CAL FIRE,Quercus Virginana,1715 E 14th street ,,Long Beach,Public,-118.17043,33.78448,6037575202,1A,2020-04-22,,Conservation Corps of Long Beach
332.0,CAL FIRE,Quercus Virginana,1630 E 14th street ,,Long Beach,Public,-118.1712,33.78449,6037575202,1A,2020-04-23,,Conservation Corps of Long Beach
333.0,CAL FIRE,Quercus Virginana,1605 E 15th street ,across from 1605 E,Long Beach,Public,-118.17145,33.78626,6037575202,1A,2020-04-21,,Conservation Corps of Long Beach
334.0,CAL FIRE,Quercus Virginana,1485 E Gaviota Ave ,,Long Beach,Public,-118.17149,33.78627,6037575202,1A,2020-04-22,,Conservation Corps of Long Beach
335.0,CAL FIRE,Quercus Virginana,3434 Ransom Ave ,,Long Beach,Public,-118.15796,33.7866,6037575103,1A,2020-04-23,,Conservation Corps of Long Beach
336.0,CAL FIRE,Quercus Virginana,1601 Loma ave ,,Long Beach,Public,-118.15051,33.78675,6037575103,1A,2020-04-23,,Conservation Corps of Long Beach
337.0,CAL FIRE,Quercus Virginana,3437 ransom ave ,,Long Beach,Public,-118.15168,33.78651,6037575103,1A,2020-04-23,,Conservation Corps of Long Beach
338.0,CAL FIRE,Quercus Virginana,3437 ransom ave ,,Long Beach,Public,-118.15154,33.7868,6037575103,1A,2020-04-22,,Conservation Corps of Long Beach
339.0,CAL FIRE,Quercus Virginana,3501 ransom ave ,,Long Beach,Public,-118.15143,33.78676,6037575103,1A,2020-04-22,,Conservation Corps of Long Beach
340.0,CAL FIRE,Tristania Conferta,2035 15th street ,,Long Beach,Public,-118.16632,33.78639,6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
341.0,CAL FIRE,Ulmas Pavifolia,2025 15th street ,,Long Beach,Public,-118.16667,33.78641,6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
342.0,CAL FIRE,Ulmas Pavifolia,2206 15th street ,,Long Beach,Public,-118.16538,33.78615,6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
343.0,CAL FIRE,Ulmas Pavifolia,2330 15th street ,,Long Beach,Public,-118.16391,33.78628,6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
344.0,CAL FIRE,Ulmas Pavifolia,2345 15th street ,,Long Beach,Public,-118.163423,33.78628,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
345.0,CAL FIRE,Tristania Conferta,2301 15th street ,,Long Beach,Public,-118.16416,33.78635,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
346.0,CAL FIRE,Tristania Conferta,2212 15th street ,Across from 2212 stanton pl,Long Beach,Public,-118.16491,33.7864,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
347.0,CAL FIRE,Tristania Conferta,1825 E 15th street ,,Long Beach,Public,-118.16897,33.7863,6037575202,1A,2020-05-05,,Conservation Corps of Long Beach
348.0,CAL FIRE,Tristania Conferta,2125 15th street ,,Long Beach,Public,-118.16553,33.78623,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
349.0,CAL FIRE,Tristania Conferta,2115 15th street ,,Long Beach,Public,-118.1658309,33.78636,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
350.0,CAL FIRE,Chitalpa tashkentensis,2906 15th street ,,Long Beach,Public,-118.157673,33.7862,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
351.0,CAL FIRE,Chitalpa tashkentensis,2912 15th street ,,Long Beach,Public,-118.157504,33.78619,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
352.0,CAL FIRE,Pistacia Chinensis,2844 15th street ,,Long Beach,Public,-118.1579,33.78614,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
353.0,CAL FIRE,Cinnamomum camphora,2840 15th street ,,Long Beach,Public,-118.158,33.78614,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
354.0,CAL FIRE,Tristania Conferta,2836 15th street ,,Long Beach,Public,-118.15816,33.788013,6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
355.0,CAL FIRE,Tristania Conferta,17th street /obisbo,across from combodian church ,Long Beach,Public,-118.15874,33.78795,6037575002,1A,2020-05-02,,Conservation Corps of Long Beach
356.0,CAL FIRE,Tristania Conferta,17th street/obispo ,,Long Beach,Public,-118.15874,33.78795,6037575002,1A,2020-05-06,,Conservation Corps of Long Beach
357.0,CAL FIRE,Tristania Conferta,2819 17th,across from 2819 17th,Long Beach,Public,-118.15865,33.78399,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
358.0,CAL FIRE,Tristania Conferta,2819 17th street ,,Long Beach,Public,-118.15853,33.78796,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
359.0,CAL FIRE,Tristania Conferta,2901 17th street ,across 2901 17th street,Long Beach,Public,-118.15844,33.78799,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
360.0,CAL FIRE,Tristania Conferta,2901 17th street ,,Long Beach,Public,-118.15811,33.78796,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
361.0,CAL FIRE,Tristania Conferta,2901 17th street,,Long Beach,Public,-118.15791,33.78797,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
362.0,CAL FIRE,Tristania Conferta,2901 17th street,,Long Beach,Public,-118.15783,33.89797,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
363.0,CAL FIRE,Tristania Conferta,across 2901 17th street,,Long Beach,Public,-118.15779,33.78798,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
364.0,CAL FIRE,Tristania Conferta,across 2905 17th street,,Long Beach,Public,-118.15767,33.78801,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
365.0,CAL FIRE,Tristania Conferta,across 2905 17th street,,Long Beach,Public,-118.15755,33.78799,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
366.0,CAL FIRE,Quercus Virginana,across 2925 17th street,,Long Beach,Public,-118.15744,33.788,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
367.0,CAL FIRE,Quercus Virginana,across 2925 17th street,,Long Beach,Public,-118.15721,33.78571,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
368.0,CAL FIRE,Quercus Virginana,3524 15th,14th and loma ,Long Beach,Public,-118.15709,33.78917,6037575103,1A,2020-05-07,,Conservation Corps of Long Beach
369.0,CAL FIRE,Quercus Virginana,2799 15th street ,,Long Beach,Public,-118.15067,33.78639, 6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
370.0,CAL FIRE,Quercus Virginana,1761 Gladys street,,Long Beach,Public,-118.15903,33.78926,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
371.0,CAL FIRE,Quercus Virginana,1763 rose ave ,rose/pch,Long Beach,Public,-118.15797,33.78949,6037575202,1A,2020-05-07,,Conservation Corps of Long Beach
372.0,CAL FIRE,Quercus Virginana,1777 rose ave ,,Long Beach,Public,-118.16977,33.78801,6037575202,1A,2020-05-07,,Conservation Corps of Long Beach
373.0,CAL FIRE,Quercus Virginana,2652 15th street,,Long Beach,Public,-118.15989,33.78627,6037575102,1A,2020-05-12,,Conservation Corps of Long Beach
374.0,CAL FIRE,Tilia Americana,2652 15th street,,Long Beach,Public,-118.1598,33.78615,6037575102,1A,2020-05-11,,Conservation Corps of Long Beach
375.0,CAL FIRE,Tilia Cordata ,1785 orizaba ave ,,Long Beach,Public,-118.15687,33.78964,6037573403,1A,2020-05-11,,Conservation Corps of Long Beach
376.0,CAL FIRE,Tilia Cordata ,1785 orizaba ave ,,Long Beach,Public,-118.15684,33.78955,6037573403,1A,2020-05-11,,Conservation Corps of Long Beach
377.0,CAL FIRE,Tilia Cordata ,1775 orizaba ave,,Long Beach,Public,-118.15684,33.78954,6037573403,1A,2020-05-11,,Conservation Corps of Long Beach
378.0,CAL FIRE,Tilia Cordata ,1775 orizaba ave,,Long Beach,Public,-118.15684,33.78948,6037573403,1A,2020-05-11,,Conservation Corps of Long Beach
379.0,CAL FIRE,Tilia Cordata ,1662 orizaba ave ,,Long Beach,Public,-118.1567,33.78765,6037573403,1A,2020-05-11,,Conservation Corps of Long Beach
380.0,CAL FIRE,Umbrellularia Californica,1439 Newport ave ,,Long Beach,Public,-118.15132,33.785,6037575103,1A,2020-05-11,,Conservation Corps of Long Beach
381.0,CAL FIRE,Umbrellularia Californica,1431 Newport ave,,Long Beach,Public,-118.1514,33.78495,6037575103,1A,2020-05-11,,Conservation Corps of Long Beach
382.0,CAL FIRE,Casuarina cunninghamiana,1727 Pine ave ,,Long Beach,Public,-118.19253,33.78861,6037575402,1A,2020-05-21,,Conservation Corps of Long Beach
383.0,CAL FIRE,Casuarina cunninghamiana,1727 Pine ave ,,Long Beach,Public,-118.19249,33.78853,6037575402,1A,2020-05-21,,Conservation Corps of Long Beach
384.0,CAL FIRE,Casuarina cunninghamiana,1727 Pine ave ,,Long Beach,Public,-118.19253,33.78821,6037575402,1A,2020-05-27,,Conservation Corps of Long Beach
385.0,CAL FIRE,Casuarina cunninghamiana,1701 Pine ave ,,Long Beach,Public,-118.19235,33.78825,6037575402,1A,2020-05-27,,Conservation Corps of Long Beach
386.0,CAL FIRE,Casuarina cunninghamiana,1700 Pine ave ,,Long Beach,Public,-118.1923,33.78812,6037575402,1A,2020-05-21,,Conservation Corps of Long Beach
387.0,CAL FIRE,Casuarina cunninghamiana,1650 Pine ave ,,Long Beach,Public,-118.1922,33.78803,6037575402,1A,2020-05-21,,Conservation Corps of Long Beach
388.0,CAL FIRE,Casuarina cunninghamiana,1650 Pine ave ,,Long Beach,Public,-118.19227,33.78852,6037575402,1A,2020-05-21,,Conservation Corps of Long Beach
389.0,CAL FIRE,Casuarina cunninghamiana,1718 Pine ave ,,Long Beach,Public,-118.19227,33.78844,6037575402,1A,2020-05-27,,Conservation Corps of Long Beach
390.0,CAL FIRE,Casuarina cunninghamiana,1718 Pine ave ,,Long Beach,Public,-118.1923,33.78928,6037575402,1A,2020-05-26,,Conservation Corps of Long Beach
391.0,CAL FIRE,Casuarina cunninghamiana,1770 pine ave ,,Long Beach,Public,-118.19231,33.78922,6037575402,1A,2020-05-26,,Conservation Corps of Long Beach
392.0,CAL FIRE,Casuarina cunninghamiana,1758 pine ave ,,Long Beach,Public,-118.19228,33.78914,6037575402,1A,2020-05-26,,Conservation Corps of Long Beach
393.0,CAL FIRE,Casuarina cunninghamiana,1758 pine ave ,,Long Beach,Public,-118.19246,33.78909,6037575402,1A,2020-05-26,,Conservation Corps of Long Beach
394.0,CAL FIRE,Casuarina cunninghamiana,1755 pine ave ,,Long Beach,Public,-118.19249,33.7899,6037575402,1A,2020-05-26,,Conservation Corps of Long Beach
395.0,CAL FIRE,Casuarina cunninghamiana,1751 pine ave ,,Long Beach,Public,-118.19231,33.7899,6037575402,1A,2020-05-26,,Conservation Corps of Long Beach
396.0,CAL FIRE,Casuarina cunninghamiana,1580 pine ave,,Long Beach,Public,-118.19231,33.78674,6037575402,1A,2020-05-27,,Conservation Corps of Long Beach
397.0,CAL FIRE,Casuarina cunninghamiana,1586 pine ave ,,Long Beach,Public,-118.19248,33.78685,6037575402,1A,2020-05-27,,Conservation Corps of Long Beach
398.0,CAL FIRE,Casuarina cunninghamiana,1771 pine ave ,,Long Beach,Public,-118.18665,33.7893,6037575402,1A,2020-05-27,,Conservation Corps of Long Beach
399.0,CAL FIRE,Casuarina cunninghamiana,1774 linden ave ,,Long Beach,Public,-118.18663,33.78947,6037575300,1A,2020-05-27,,Conservation Corps of Long Beach
400.0,CAL FIRE,Casuarina cunninghamiana,1626 linden ave ,,Long Beach,Public,-118.1924,33.78784,6037575300,1A,2020-05-27,,Conservation Corps of Long Beach
401.0,CAL FIRE,Tristania Conferta,2035 15th street ,,Long Beach,Public,-118.16632,33.78639,6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
402.0,CAL FIRE,Ulmas Pavifolia,2025 15th street ,,Long Beach,Public,-118.16667,33.78641, 6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
403.0,CAL FIRE,Ulmas Pavifolia,2206 15th street ,,Long Beach,Public,-118.16538,33.78615, 6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
404.0,CAL FIRE,Ulmas Pavifolia,2330 15th street ,,Long Beach,Public,-118.16391,33.78628, 6037575101,1A,2020-05-04,,Conservation Corps of Long Beach
405.0,CAL FIRE,Ulmas Pavifolia,2345 15th street ,,Long Beach,Public,-118.16342,33.78628, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
406.0,CAL FIRE,Tristania Conferta,2301 15th street ,,Long Beach,Public,-118.16342,33.78635, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
407.0,CAL FIRE,Tristania Conferta,2212 15th street ,,Long Beach,Public,-118.16491,33.7864, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
408.0,CAL FIRE,Tristania Conferta,1825 E 15th street ,,Long Beach,Public,-118.16416,33.78617, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
409.0,CAL FIRE,Tristania Conferta,2125 15th street ,,Long Beach,Public,-118.16491,33.78623, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
410.0,CAL FIRE,Tristania Conferta,2115 15th street ,,Long Beach,Public,-118.16553,33.78636, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
411.0,CAL FIRE,Chitalpa tashkentensis,2906 15th street ,,Long Beach,Public,-118.16583,33.7862, 6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
412.0,CAL FIRE,Chitalpa tashkentensis,2912 15th street ,,Long Beach,Public,-118.15767,33.78619, 6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
413.0,CAL FIRE,Pistacia Chinensis,2844 15th street ,,Long Beach,Public,-118.157504,33.78614, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
414.0,CAL FIRE,Pistacia Chinensis,2840 15th street ,,Long Beach,Public,-118.157906,33.78614, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
415.0,CAL FIRE,Tristania Conferta,2836 15th street ,,Long Beach,Public,-118.158007,33.78661, 6037575101,1A,2020-05-05,,Conservation Corps of Long Beach
416.0,CAL FIRE,Tristania Conferta,17th street/obispo ,,Long Beach,Public,-118.15874,33.78801,6037573403,1A,2020-05-06,,Conservation Corps of Long Beach
417.0,CAL FIRE,Tristania Conferta,17th street/obispo ,,Long Beach,Public,-118.15865,33.78795,6037573403,1A,2020-05-06,,Conservation Corps of Long Beach
418.0,CAL FIRE,Tristania Conferta,2819 17th street ,,Long Beach,Public,-118.15853,33.78795,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
419.0,CAL FIRE,Tristania Conferta,2819 17th street ,,Long Beach,Public,-118.15844,33.78399,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
420.0,CAL FIRE,Tristania Conferta,2901 17th street ,,Long Beach,Public,-118.15811,33.78796,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
421.0,CAL FIRE,Tristania Conferta,2901 17th street ,,Long Beach,Public,-118.15791,33.78799,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
422.0,CAL FIRE,Tristania Conferta,2901 17th street ,,Long Beach,Public,-118.15783,33.78796,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
423.0,CAL FIRE,Tristania Conferta,2901 17th street ,,Long Beach,Public,-118.15779,33.78797,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
424.0,CAL FIRE,Tristania Conferta,2901 17th street ,,Long Beach,Public,-118.15767,33.89797,6037575101,1A,2020-05-06,,Conservation Corps of Long Beach
425.0,CAL FIRE,Tristania Conferta,2905 17th street ,,Long Beach,Public,-118.15755,33.78798,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
426.0,CAL FIRE,Tristania Conferta,2905 17th street ,,Long Beach,Public,-118.15744,33.78801,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
427.0,CAL FIRE,Tristania Conferta,2925 17th street ,,Long Beach,Public,-118.15721,33.78799,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
428.0,CAL FIRE,Brachychiton Populneus,2925 17th street ,,Long Beach,Public,-118.15709,33.788,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
429.0,CAL FIRE,Brachychiton Populneus,3524 15th street,,Long Beach,Public,-118.15067,33.78571,6037575103,1A,2020-05-07,,Conservation Corps of Long Beach
430.0,CAL FIRE,Quercus Douglas,2799 15th street ,,Long Beach,Public,-118.15903,33.78639,6037575103,1A,2020-05-07,,Conservation Corps of Long Beach
431.0,CAL FIRE,Tristania Laurica,1761 Gladys street,,Long Beach,Public,-118.15797,33.78917,6037575101,1A,2020-05-07,,Conservation Corps of Long Beach
432.0,CAL FIRE,Querus Ilex,1763 rose ave ,,Long Beach,Public,-118.16977,33.78926,6037575202,1A,2020-05-07,,Conservation Corps of Long Beach
433.0,CAL FIRE,Querus Ilex ,1777 rose ave ,,Long Beach,Public,-118.16993,33.78949,6037575202,1A,2020-05-07,,Conservation Corps of Long Beach
434.0,CAL FIRE,lagerstroemia indica,1765 pine ave,,Long Beach,Public,-118.19251,33.78925,6037575202,1A,2020-05-28,,Conservation Corps of Long Beach
435.0,CAL FIRE,lagerstroemia indica,1709 lewis ave,,Long Beach,Public,-118.17939,33.78845,6037575201,1A,2020-05-28,,Conservation Corps of Long Beach
436.0,CAL FIRE,lagerstroemia indica,1725 lewis ave,,Long Beach,Public,-118.17978,33.78885,6037575201,1A,2020-05-28,,Conservation Corps of Long Beach
437.0,CAL FIRE,lagerstroemia indica,1063 15th street ,across from,Long Beach,Public,-118.17945,33.78647,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
438.0,CAL FIRE,lagerstroemia indica,1025 15th street,,Long Beach,Public,-118.17937,33.78599,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
439.0,CAL FIRE,lagerstroemia indica,1063 15th street ,,Long Beach,Public,-118.17925,33.78648,6037575201,1A,2020-05-28,,Conservation Corps of Long Beach
440.0,CAL FIRE,lagerstroemia indica,1073 15th street,,Long Beach,Public,-118.17904,33.78637,6037575201,1A,2020-05-28,,Conservation Corps of Long Beach
441.0,CAL FIRE,lagerstroemia indica,1073 15th street,,Long Beach,Public,-118.17899,33.78639,6037575201,1A,2020-05-28,,Conservation Corps of Long Beach
442.0,CAL FIRE,lagerstroemia indica,1077 15th street,,Long Beach,Public,-118.17908,33.78631,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
443.0,CAL FIRE,lagerstroemia indica,1121 15th street ,,Long Beach,Public,-118.17827,33.78639,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
444.0,CAL FIRE,lagerstroemia indica,1129 15th street,,Long Beach,Public,-118.17817,33.78613,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
445.0,CAL FIRE,lagerstroemia indica,1135 15th street,,Long Beach,Public,-118.17818,33.78633,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
446.0,CAL FIRE,lagerstroemia indica,1167 15th street,,Long Beach,Public,-118.17786,33.78626,6037575201,1A,2020-06-02,,Conservation Corps of Long Beach
447.0,CAL FIRE,lagerstroemia indica,1584 elm ave ,,Long Beach,Public,-118.1779,33.78621,6037575300,1A,2020-06-03,,Conservation Corps of Long Beach
448.0,CAL FIRE,lagerstroemia indica,533 Esther st ,,Long Beach,Public,-118.18586,33.78899,6037575300,1A,2020-06-03,,Conservation Corps of Long Beach
