Tree #,Funder,Scientific Name,Street Address,Other Add. Info.,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,planted_by
1.0,CAL FIRE,Chitalpa tashkentensis,1749 Magnolia ,,Long Beach,Public,-118.19819,33.78861,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
2.0,CAL FIRE,Chitalpa tashkentensis,1749 Magnolia ,,Long Beach,Public,-118.19819,33.78851,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
3.0,CAL FIRE,Chitalpa tashkentensis,1640 Magnolia,,Long Beach,Public,-118.19804,33.78775,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
4.0,CAL FIRE,Chitalpa tashkentensis,1632 Magnolia,,Long Beach,Public,-118.19806,33.78765,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
5.0,CAL FIRE,Chitalpa tashkentensis,1600 Magnolia,,Long Beach,Public,-118.19801,33.78873,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
6.0,CAL FIRE,Chitalpa tashkentensis,1600 Magnolia,,Long Beach,Public,-118.19804,33.78863,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
7.0,CAL FIRE,Chitalpa tashkentensis,1600 Magnolia,,Long Beach,Public,-118.19802,33.78858,6037575401.0,1A,2019-03-19,,Conservation Corps of Long Beach
8.0,CAL FIRE,Tristania Conferta,1726 Henderson,,Long Beach,Public,-118.19757,33.78868,6037573004.0,1A,2019-03-14,,Conservation Corps of Long Beach
9.0,CAL FIRE,Tristania Conferta,1732 Henderson,,Long Beach,Public,-118.19756,33.78876,6037573004.0,1A,2019-03-14,,Conservation Corps of Long Beach
10.0,CAL FIRE,Tristania Conferta,1742 Henderson,,Long Beach,Public,-118.19756,33.78885,6037573004.0,1A,2019-03-19,,Conservation Corps of Long Beach
11.0,CAL FIRE,Tristania Conferta,1750 Henderson,,Long Beach,Public,-118.19753,33.78895,6037573004.0,1A,2019-03-14,,Conservation Corps of Long Beach
12.0,CAL FIRE,Tristania Conferta,1756 Henderson,,Long Beach,Public,-118.19756,33.7891,6037573004.0,1A,2019-03-14,,Conservation Corps of Long Beach
13.0,CAL FIRE,Tristania Conferta,1756 Henderson,,Long Beach,Public,-118.19757,33.78918,6037573004.0,1A,2019-03-14,,Conservation Corps of Long Beach
14.0,CAL FIRE,Tristania Conferta,1760 Henderson,,Long Beach,Public,-118.19757,33.78926,6037573004.0,1A,2019-03-14,,Conservation Corps of Long Beach
15.0,CAL FIRE,Ulmus Parifolia,1544  Henderson,,Long Beach,Public,-118.19777,33.7871,6037575401.0,1A,2019-03-14,,Conservation Corps of Long Beach
16.0,CAL FIRE,Ulmus Parifolia,1542 Henderson,,Long Beach,Public,-118.19775,33.78695,6037575401.0,1A,2019-03-14,,Conservation Corps of Long Beach
17.0,CAL FIRE,Ulmus Parifolia,1534 Henderson,,Long Beach,Public,-118.19772,33.78687,6037575401.0,1A,2019-03-14,,Conservation Corps of Long Beach
18.0,CAL FIRE,Ulmus Parifolia,1512 Henderson,,Long Beach,Public,-118.19754,33.78647,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
19.0,CAL FIRE,Ulmus Parifolia,1512 Henderson,,Long Beach,Public,-118.19756,33.78656,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
20.0,CAL FIRE,Ulmus Parifolia,1524 Henderson,,Long Beach,Public,-118.19753,33.78667,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
21.0,CAL FIRE,Ulmus Parifolia,1528 Henderson,,Long Beach,Public,-118.19755,33.78677,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
22.0,CAL FIRE,Ulmus Parifolia,1614 Henderson,,Long Beach,Public,-118.19755,33.78743,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
23.0,CAL FIRE,Ulmus Parifolia,1630 Henderson,,Long Beach,Public,-118.19756,33.78773,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
24.0,CAL FIRE,Ulmus Parifolia,1481 Henderson,,Long Beach,Public,-118.19728,33.78577,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
25.0,CAL FIRE,Ulmus Parifolia,1447 Henderson,,Long Beach,Public,-118.1973,33.78527,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
26.0,CAL FIRE,Ulmus Parifolia,1447 Henderson,,Long Beach,Public,-118.1973,33.78527,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
27.0,CAL FIRE,Ulmus Parifolia,1441 Henderson,,Long Beach,Public,-118.1973,33.78515,6037575401.0,1A,2019-03-18,,Conservation Corps of Long Beach
28.0,CAL FIRE,Tristania Conferta,1489 Cedar ,,Long Beach,Public,-118.19512,33.78597,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
29.0,CAL FIRE,Tristania Conferta,1495 Cedar,,Long Beach,Public,-118.1952,33.78584,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
30.0,CAL FIRE,Tristania Conferta,1501 Cedar,,Long Beach,Public,-118.19511,33.78645,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
31.0,CAL FIRE,Tristania Conferta,1529 Cedar,,Long Beach,Public,-118.19514,33.78685,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
32.0,CAL FIRE,Tristania Conferta,1529 Cedar,,Long Beach,Public,-118.19514,33.78685,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
33.0,CAL FIRE,Tristania Conferta,1530 Cedar,,Long Beach,Public,-118.19516,33.78689,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
34.0,CAL FIRE,Tristania Conferta,1532 Cedar,,Long Beach,Public,-118.19501,33.78684,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
35.0,CAL FIRE,Tristania Conferta,1541 Cedar,,Long Beach,Public,-118.19516,33.78709,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
36.0,CAL FIRE,Tristania Conferta,1541 Cedar,,Long Beach,Public,-118.19517,33.78715,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
37.0,CAL FIRE,Tristania Conferta,1601 Cedar,,Long Beach,Public,-118.19517,33.78724,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
38.0,CAL FIRE,Tristania Conferta,1624 Cedar,,Long Beach,Public,-118.19496,33.78734,6037575401.0,1A,2019-03-12,,Conservation Corps of Long Beach
39.0,CAL FIRE,Tristania Conferta,1600 Cedar,,Long Beach,Public,-118.19496,33.78728,6037575401.0,1A,2019-03-12,,Conservation Corps of Long Beach
40.0,CAL FIRE,Tristania Conferta,1600 Cedar,,Long Beach,Public,-118.19492,33.78716,6037575401.0,1A,2019-03-12,,Conservation Corps of Long Beach
41.0,CAL FIRE,Tristania Conferta,1532 Cedar,,Long Beach,Public,-118.19492,33.7868,6037575401.0,1A,2019-03-27,,Conservation Corps of Long Beach
42.0,CAL FIRE,Tristania Conferta,1749 Cedar,,Long Beach,Public,-118.195181,33.788989,6037575401.0,1A,2019-03-14,,Conservation Corps of Long Beach
43.0,CAL FIRE,Tristania Conferta,1749 Cedar,,Long Beach,Public,-118.195192,33.789032,6037575401.0,1A,2019-03-14,,Conservation Corps of Long Beach
44.0,CAL FIRE,Tristania Conferta,1755 Cedar,,Long Beach,Public,-118.195182,33.789105,6037575401.0,1A,2019-03-14,,Conservation Corps of Long Beach
45.0,CAL FIRE,Tristania Conferta,1755 Cedar,,Long Beach,Public,-118.195173,33.78919,6037575401.0,1A,2019-04-03,,Conservation Corps of Long Beach
46.0,CAL FIRE,Tristania Conferta,1777 Cedar,,Long Beach,Public,-118.195172,33.789441,6037575401.0,1A,2019-04-03,,Conservation Corps of Long Beach
47.0,CAL FIRE,Tristania Conferta,1777 Cedar,,Long Beach,Public,-118.195167,33.789461,6037575401.0,1A,2019-04-03,,Conservation Corps of Long Beach
48.0,CAL FIRE,Tristania Conferta,1777 Cedar,,Long Beach,Public,-118.19522,33.789513,6037575401.0,1A,2019-04-03,,Conservation Corps of Long Beach
49.0,CAL FIRE,Tristania Conferta,1794 Cedar ,,Long Beach,Public,-118.195204,33.789545,6037575401.0,1A,2019-03-13,,Conservation Corps of Long Beach
50.0,CAL FIRE,Tristania Conferta,1794 Cedar ,,Long Beach,Public,-118.194921,33.789476,6037575401.0,1A,2019-03-13,,Conservation Corps of Long Beach
51.0,CAL FIRE,Tristania Conferta,1794 Cedar ,,Long Beach,Public,-118.194966,33.789446,6037575401.0,1A,2019-03-13,,Conservation Corps of Long Beach
52.0,CAL FIRE,Tristania Conferta,1794 Cedar,,Long Beach,Public,-118.194978,33.789411,6037575401.0,1A,2019-03-13,,Conservation Corps of Long Beach
53.0,CAL FIRE,Tristania Conferta,1794 Cedar,,Long Beach,Public,-118.194985,33.78925,6037575401.0,1A,2019-03-13,,Conservation Corps of Long Beach
54.0,CAL FIRE,Tristania Conferta,1725 Cedar,,Long Beach,Public,-118.195005,33.788781,6037575401.0,1A,2019-04-13,,Conservation Corps of Long Beach
55.0,CAL FIRE,Tristania Conferta,1725 Cedar,,Long Beach,Public,-118.194996,33.78874,6037575401.0,1A,2019-04-13,,Conservation Corps of Long Beach
56.0,CAL FIRE,Tristania Conferta,1725 Cedar ,,Long Beach,Public,-118.194996,33.78874,6037575401.0,1A,2019-04-13,,Conservation Corps of Long Beach
57.0,CAL FIRE,Tristania Conferta,1725 Cedar,,Long Beach,Public,-118.194988,33.788484,6037575401.0,1A,2019-04-13,,Conservation Corps of Long Beach
58.0,CAL FIRE,Ulmus Parifolia,1640 Pacific,,Long Beach,Public,-118.193617,33.787937,6037575402.0,1A,2019-03-27,,Conservation Corps of Long Beach
59.0,CAL FIRE,Ulmus Parifolia,1626 Pacific ,,Long Beach,Public,-118.193618,33.78732,6037575402.0,1A,2019-03-27,,Conservation Corps of Long Beach
60.0,CAL FIRE,Ulmus Parifolia,1580 Pacific ,,Long Beach,Public,-118.193595,33.786933,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
61.0,CAL FIRE,Ulmus Parifolia,1568 Pacific,,Long Beach,Public,-118.193638,33.78663,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
62.0,CAL FIRE,Ulmus Parifolia,1568 Pacific,,Long Beach,Public,-118.193638,33.78663,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
63.0,CAL FIRE,Ulmus Parifolia,1548 Pacific ,,Long Beach,Public,-118.193623,33.786197,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
64.0,CAL FIRE,Ulmus Parifolia,1534 Pacific,,Long Beach,Public,-118.193602,33.78606,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
65.0,CAL FIRE,Ulmus Parifolia,1520 Pacific ,,Long Beach,Public,-118.19389,33.78568,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
66.0,CAL FIRE,Ulmus Parifolia,1520 Pacific ,,Long Beach,Public,-118.19388,33.78579,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
67.0,CAL FIRE,Ulmus Parifolia,1520 Pacific ,,Long Beach,Public,-118.19389,33.78585,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
68.0,CAL FIRE,Ulmus Parifolia,1520 Pacific ,,Long Beach,Public,-118.19389,33.78593,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
69.0,CAL FIRE,Ulmus Parifolia,1520 Pacific ,,Long Beach,Public,-118.19389,33.78593,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
70.0,CAL FIRE,Ulmus Parifolia,1520 Pacific ,,Long Beach,Public,-118.19389,33.78593,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
71.0,CAL FIRE,Chitalpa tashkentensis,215 West 15th ,,Long Beach,Public,-118.194013,33.7863,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
72.0,CAL FIRE,Chitalpa tashkentensis,215 West 15th ,,Long Beach,Public,-118.194013,33.7863,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
73.0,CAL FIRE,Ulmus Parifolia,1335 Pacific ,,Long Beach,Public,-118.19385,33.78318,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
74.0,CAL FIRE,Ulmus Parifolia,1335 Pacific ,,Long Beach,Public,-118.19385,33.78318,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
75.0,CAL FIRE,Ulmus Parifolia,1335 Pacific ,,Long Beach,Public,-118.19425,33.78366,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
76.0,CAL FIRE,Ulmus Parifolia,1340 Pacific,,Long Beach,Public,-118.19358,33.78358,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
77.0,CAL FIRE,Ulmus Parifolia,1430 Pacific ,,Long Beach,Public,-118.19359,33.78457,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
78.0,CAL FIRE,Ulmus Parifolia,1438 Pacific ,,Long Beach,Public,-118.19357,33.78964,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
79.0,CAL FIRE,Ulmus Parifolia,1438 Pacific ,,Long Beach,Public,-118.19357,33.78964,6037575402.0,1A,2019-03-25,,Conservation Corps of Long Beach
80.0,CAL FIRE,Ulmus Parifolia,1440 Pacific ,,Long Beach,Public,-118.19357,33.78969,6037575402.0,1A,2019-03-27,,Conservation Corps of Long Beach
81.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19431,33.78616,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
82.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19421,33.78616,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
83.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19411,33.78617,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
84.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19402,33.78619,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
85.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19407,33.78629,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
86.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19412,33.78625,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
87.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19418,33.78625,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
88.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19431,33.78627,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
89.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.19434,33.78629,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
90.0,CAL FIRE,Ulmus Parifolia,1549 Pacific ,,Long Beach,Public,-118.1944,33.78628,6037575401.0,1A,2019-03-20,,Conservation Corps of Long Beach
91.0,CAL FIRE,Chitalpa tashkentensis,227 West 15th,,Long Beach,Public,-118.19475,33.78612,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
92.0,CAL FIRE,Chitalpa tashkentensis,227 West 15th,,Long Beach,Public,-118.19469,33.78616,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
93.0,CAL FIRE,Chitalpa tashkentensis,227 West 15th,,Long Beach,Public,-118.19463,33.78617,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
94.0,CAL FIRE,Chitalpa tashkentensis,227 West 15th,,Long Beach,Public,-118.19453,33.78617,6037575401.0,1A,2019-03-21,,Conservation Corps of Long Beach
95.0,CAL FIRE,Jacaranda mimosifolia,420 West 17th St.,,Long Beach,Public,-118.19688,33.78809,6037575401.0,1A,2019-04-15,,Conservation Corps of Long Beach
96.0,CAL FIRE,Jacaranda mimosifolia,1624 Chestnut Ave.,,Long Beach,Public,-118.19631,33.78767,6037575401.0,1A,2019-04-15,,Conservation Corps of Long Beach
97.0,CAL FIRE,Jacaranda mimosifolia,1701 Chestnut Ave.,,Long Beach,Public,-118.19582,33.78772,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
98.0,CAL FIRE,Jacaranda mimosifolia,1701 Chestnut Ave.,,Long Beach,Public,-118.19656,33.78833,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
99.0,CAL FIRE,Jacaranda mimosifolia,1717 Chestnut Ave.,,Long Beach,Public,-118.1965,33.78856,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
100.0,CAL FIRE,Jacaranda mimosifolia,1731 Chestnut Ave.,,Long Beach,Public,-118.19649,33.78868,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
101.0,CAL FIRE,Jacaranda mimosifolia,1739 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78882,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
102.0,CAL FIRE,Jacaranda mimosifolia,1741 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78896,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
103.0,CAL FIRE,Jacaranda mimosifolia,1710 Chestnut Ave.,,Long Beach,Public,-118.19613,33.78836,6037575401.0,1A,2019-04-18,,Conservation Corps of Long Beach
104.0,CAL FIRE,Jacaranda mimosifolia,1740 Chestnut Ave.,,Long Beach,Public,-118.19626,33.78877,6037575401.0,1A,2019-04-18,,Conservation Corps of Long Beach
105.0,CAL FIRE,Jacaranda mimosifolia,1559 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78657,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
106.0,CAL FIRE,Jacaranda mimosifolia,1575 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78679,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
107.0,CAL FIRE,Jacaranda mimosifolia,1579 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78679,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
108.0,CAL FIRE,Jacaranda mimosifolia,1595 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78705,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
109.0,CAL FIRE,Jacaranda mimosifolia,1609 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78734,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
110.0,CAL FIRE,Jacaranda mimosifolia,1617 Chestnut Ave.,,Long Beach,Public,-118.19647,33.78754,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
111.0,CAL FIRE,Jacaranda mimosifolia,1629 Chestnut Ave.,,Long Beach,Public,-118.19647,33.78767,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
112.0,CAL FIRE,Jacaranda mimosifolia,1775 Chestnut Ave.,,Long Beach,Public,-118.19632,33.78942,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
113.0,CAL FIRE,Jacaranda mimosifolia,1776 Chestnut Ave.,,Long Beach,Public,-118.19632,33.7894,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
114.0,CAL FIRE,Jacaranda mimosifolia,1480 Chestnut Ave.,,Long Beach,Public,-118.15369,33.79208,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
115.0,CAL FIRE,Jacaranda mimosifolia,1480 Chestnut Ave.,,Long Beach,Public,-118.19625,33.78583,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
116.0,CAL FIRE,Jacaranda mimosifolia,1480 Chestnut Ave.,,Long Beach,Public,-118.19625,33.78587,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
117.0,CAL FIRE,Jacaranda mimosifolia,1490 Chestnut Ave.,,Long Beach,Public,-118.19625,33.78593,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
118.0,CAL FIRE,Jacaranda mimosifolia,1548 Chestnut Ave.,,Long Beach,Public,-118.19626,33.78645,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
119.0,CAL FIRE,Jacaranda mimosifolia,1402 Chestnut Ave.,,Long Beach,Public,-118.19651,33.78416,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
120.0,CAL FIRE,Jacaranda mimosifolia,1404 Chestnut Ave.,,Long Beach,Public,-118.19627,33.78414,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
121.0,CAL FIRE,Jacaranda mimosifolia,1444 Chestnut Ave.,,Long Beach,Public,-118.19623,33.78522,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
122.0,CAL FIRE,Jacaranda mimosifolia,1444 Chestnut Ave.,,Long Beach,Public,-118.19628,33.78529,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
123.0,CAL FIRE,Jacaranda mimosifolia,1456 Chestnut Ave.,,Long Beach,Public,-118.19629,33.78543,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
124.0,CAL FIRE,Jacaranda mimosifolia,1456 Chestnut Ave.,,Long Beach,Public,-118.19628,33.78548,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
125.0,CAL FIRE,Jacaranda mimosifolia,1471 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78567,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
126.0,CAL FIRE,Jacaranda mimosifolia,1473 Chestnut Ave.,,Long Beach,Public,-118.19645,33.7858,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
127.0,CAL FIRE,Tabebuia Impetiginosa,399 W.15th St.,,Long Beach,Public,-118.19602,33.78629,6037575401.0,1A,2019-05-06,,Conservation Corps of Long Beach
128.0,CAL FIRE,Tabebuia Impetiginosa,399 W.15th St.,,Long Beach,Public,-118.19593,33.78628,6037575401.0,1A,2019-05-06,,Conservation Corps of Long Beach
129.0,CAL FIRE,Tabebuia Impetiginosa,399 W.15th St.,,Long Beach,Public,-118.19579,33.78629,6037575401.0,1A,2019-05-06,,Conservation Corps of Long Beach
130.0,CAL FIRE,Jacaranda mimosifolia,1320 Chestnut Ave.,,Long Beach,Public,-118.19643,33.78581,6037575401.0,1A,2019-05-06,,Conservation Corps of Long Beach
131.0,CAL FIRE,Jacaranda mimosifolia,1320 Chestnut Ave.,,Long Beach,Public,-118.1963,33.78304,6037575401.0,1A,2019-05-06,,Conservation Corps of Long Beach
132.0,CAL FIRE,Geijera parviflora,401 W.15th St.,,Long Beach,Public,-118.19658,33.78614,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
133.0,CAL FIRE,Geijera parviflora,401 W.15th St.,,Long Beach,Public,-118.19664,33.7863,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
134.0,CAL FIRE,Geijera parviflora,401 W.15th St.,,Long Beach,Public,-118.19655,33.7863,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
135.0,CAL FIRE,Tabebuia Impetiginosa,320 W.17th St.,,Long Beach,Public,-118.19557,33.78802,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
136.0,CAL FIRE,Tabebuia Impetiginosa,320 W.17th St.,,Long Beach,Public,-118.1955,33.78802,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
137.0,CAL FIRE,Tabebuia Impetiginosa,320 W.17th St.,,Long Beach,Public,-118.1953,33.78801,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
138.0,CAL FIRE,Tabebuia Impetiginosa,321 W.17th St.,,Long Beach,Public,-118.19554,33.78813,6037575401.0,1A,2019-05-07,,Conservation Corps of Long Beach
139.0,CAL FIRE,Jacaranda mimosifolia,420 West 17th St.,,Long Beach,Public,-118.19688,33.78809,6037575401.0,1A,2019-04-15,,Conservation Corps of Long Beach
140.0,CAL FIRE,Jacaranda mimosifolia,1624 Chestnut Ave.,,Long Beach,Public,-118.19631,33.78767,6037575401.0,1A,2019-04-15,,Conservation Corps of Long Beach
141.0,CAL FIRE,Jacaranda mimosifolia,1701 Chestnut Ave.,,Long Beach,Public,-118.19582,33.78772,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
142.0,CAL FIRE,Jacaranda mimosifolia,1701 Chestnut Ave.,,Long Beach,Public,-118.19656,33.78833,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
143.0,CAL FIRE,Jacaranda mimosifolia,1717 Chestnut Ave.,,Long Beach,Public,-118.1965,33.78856,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
144.0,CAL FIRE,Jacaranda mimosifolia,1731 Chestnut Ave.,,Long Beach,Public,-118.19649,33.78868,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
145.0,CAL FIRE,Jacaranda mimosifolia,1739 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78882,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
146.0,CAL FIRE,Jacaranda mimosifolia,1741 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78896,6037575401.0,1A,2019-04-17,,Conservation Corps of Long Beach
147.0,CAL FIRE,Jacaranda mimosifolia,1710 Chestnut Ave.,,Long Beach,Public,-118.19613,33.78836,6037575401.0,1A,2019-04-18,,Conservation Corps of Long Beach
148.0,CAL FIRE,Jacaranda mimosifolia,1740 Chestnut Ave.,,Long Beach,Public,-118.19626,33.78877,6037575401.0,1A,2019-04-18,,Conservation Corps of Long Beach
149.0,CAL FIRE,Jacaranda mimosifolia,1559 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78657,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
150.0,CAL FIRE,Jacaranda mimosifolia,1575 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78679,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
151.0,CAL FIRE,Jacaranda mimosifolia,1579 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78679,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
152.0,CAL FIRE,Jacaranda mimosifolia,1595 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78705,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
153.0,CAL FIRE,Jacaranda mimosifolia,1609 Chestnut Ave.,,Long Beach,Public,-118.19646,33.78734,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
154.0,CAL FIRE,Jacaranda mimosifolia,1617 Chestnut Ave.,,Long Beach,Public,-118.19647,33.78754,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
155.0,CAL FIRE,Jacaranda mimosifolia,1629 Chestnut Ave.,,Long Beach,Public,-118.19647,33.78767,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
156.0,CAL FIRE,Jacaranda mimosifolia,1775 Chestnut Ave.,,Long Beach,Public,-118.19632,33.78942,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
157.0,CAL FIRE,Jacaranda mimosifolia,1776 Chestnut Ave.,,Long Beach,Public,-118.19632,33.7894,6037575401.0,1A,2019-04-25,,Conservation Corps of Long Beach
158.0,CAL FIRE,Jacaranda mimosifolia,1480 Chestnut Ave.,,Long Beach,Public,-118.15369,33.79208,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
159.0,CAL FIRE,Jacaranda mimosifolia,1480 Chestnut Ave.,,Long Beach,Public,-118.19625,33.78583,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
160.0,CAL FIRE,Jacaranda mimosifolia,1480 Chestnut Ave.,,Long Beach,Public,-118.19625,33.78587,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
